Ad Technology Provider,Privacy URL
Sublime Skinz,http://sublimeskinz.com/Creative-Agency-CDN-Privacy-en/
SUITE 66,http://www.suite66.com/privacy-policy/
SunMedia,https://legal.sunmedia.tv/privacy-policy/es/
SUNT Content,https://www.suntcontent.com/privacy/
SuperAwesome,https://www.superawesome.com/privacy-hub/awesomeads-privacy-policy/
Superedge Inc,https://superedge.co.jp/privacypolicy/
Supership,https://supership.jp/optout/
SW Research,https://swpanel.pl/klauzula-informacyjna
Swaven,http://www.swaven.com/cookie-policy/
Swipefinder AB,https://www.swipefinder.com/privacy-policy-website
SWYM Enterprises Inc.,https://swym.ai/privacy-policy/
"Syn Technologies, LLC",https://advertising.com/privacy-policy/
Synamedia,https://www.synamedia.com/privacy-policy/
SyncMint BV,https://www.syncmint.ai/privacy-policy
Synkd,https://synkd.life/GDPR.html
"Syno International, UAB",https://www.synoint.com/privacy-policy/
Systemina,https://www.systemina.dk/persondatapolitik
t2ó,https://www.t2o.com/en/privacy-policy/
TabMo,https://improvedigital.com/platform-privacy-policy
Taboola,https://policies.taboola.com/privacy-policy/
TACTIC™ Real-Time Marketing,http://tacticrealtime.com/privacy/
Tagoras Ltd,https://tagoras.io/privacy
Tagtoo,https://www.tagtoo.com.tw/privacy_en.html
Tail,https://www.tail.digital/#privacy
Taiwan Mobile Co Ltd,https://www.ghtinc.com/privacy-policy/
Tangoo,https://www.tangoomedia.com/services_privacypolicy/
Tapad,https://www.tapad.com/global-privacy-notice
tapCLIQ,https://www.tapcliq.com/privacy
Tapjoy,https://www.tapjoy.com/legal/#privacy-policy
Tapklik,https://www.tapklik.com/gdpr
TAPTAP,https://www.taptapdigital.com/privacy-policy
Taptica,https://www.taptica.com/privacy/
Target Better Inc,https://www.targetbetter.com/privacypolicy
Target RTB,http://new-programmatic.com/privacy.htm
targeting360 GmbH,https://targeting360.de/datenschutz/
Targetspot Belgium SPRL,https://www.targetspot.com/privacy-policy-2/
TargetVideo GmbH,https://target-video.com/privacy-policy/
TAURUSX INTERNATIONAL PTE. LTD.,https://taurusx.com/privacy-policy.html
Tchibo GmbH,https://www.tchibo.de/cookies-tracking-re-targeting-s400092901.html
tD-GDN,https://www.touridat.com/datenschutz
Teads,https://teads.tv/privacy-policy/
Teal Digital Group Ltd,https://www.teal.works/privacy/
Tealium,https://tealium.com/protecting-your-privacy-and-your-data/
"TECDO TECHNOLOGY CO., LIMITED",https://www.tec-do.com/upfiles/setting/202604/DV7J50HT96QQ.pdf
Ted Jordan SRL,https://tjrinteractive.io/privacy-policy.html
TEEMO,https://teemo.co/fr/confidentialite/
Telecoming,http://www.telecoming.com/privacy-policy/
Telekom Deutschland GmbH,https://Telekom.de/datenschutzhinweise
TemuDSP,https://www.temu.com/privacy-and-cookie-policy.html
Tenjin,https://tenjin.com/privacy/
TenMax,https://www.tenmax.io/gdpr-privacy-policy
TF1 - FR,https://www.tf1.fr/politique-de-confidentialite/
TH Proximity,https://meteora.co/gdpr-consent/
The Ad Group Inc.,https://theadgroup.com/privacy-statement/
"The Channel Store, S.L.",https://www.thechannelstore.tv/en/politica-de-privacidad
THE LINEA 1 MKT SL,https://www.tl1mkt.com/privacy/
The Media Sense Digital Technologies Ltd dba Adte,https://xroads.b-cdn.net/Leap4-Privacy_Policy.pdf
The Neuron Holdings INC,https://theneuron.com/privacy-policy-2/
THE NEWCO S.R.L.,https://www.thenewco.it/privacy_policy_servizi_prodotti.html
THE NEXUS ENGINE LTD,https://thenexusengine.io/privacy
The Ozone Project Limited,https://www.ozoneproject.com/privacy-matters/gdpr
The Reach Group,https://trg.de/en/privacy-statement/
The Trade Desk,https://www.thetradedesk.com/general/privacy-policy
The Very Group,https://www.very.co.uk/privacy-terms.page
THEADX,https://www.theadx.com/en/privacy
THEBRIGADE FRANCE SAS,https://thankyouanalytics.com/fr/charte-sur-le-respect-de-la-vie-privee/
TheINDUSTRY AG,https://yoc.com/privacy
Thomann GmbH,https://www.thomann.de/de/compinfo_privacy.html
Three Spring Media LTD,https://lightad.com/privacy-policy/
Threedium Ltd,https://threedium.io/privacy
Throtle,https://throtle.io/privacy/
ThumbAd AS,https://www.thumbad.com/privacy-policy
Thunder,https://www.makethunder.com/privacy/
THUNDER MONETIZATION PTE. LTD.,https://thunder-monetize.com/privacy
TimeOne,https://www.timeonegroup.com/privacy-policies/
Tinkoff.ru,https://static.tinkoff.ru/documents/docs/processing-personal-data.pdf
Titan Ads,https://www.titanos.tv/ads-privacy-policy
TMT Digital Inc,https://mediatrust.com/privacy-policy-2/
TOMATO INTERACTIVE LIMITED ,https://bluexad.ai/privacy
Tonefuse,https://cp.tonefuse.com/privacy-policy
TOPON PTE. LTD. ,https://www.toponad.net/en/privacy-policy
TotalJobs Group Ltd,https://www.totaljobs.com/privacy-policy
TOTALMOBRAND S.A.,https://www.mobrand.com/privacy-and-policy
TouchTown Media,https://www.touchtownmedia.de/datenschutz/
TraceAd,http://influenceaudience.com/about/gdpr-privacy-policy-business-partners.html
TRACKADERO,https://trackadero.ai/privacy-policy
Trade House Media,https://tradehouse.media/privacy-policy
Tradedoubler AB,http://www.tradedoubler.com/en/privacy-policy/
Tradelab,http://tradelab.com/en/privacy/
Traffective (ShowHeroes SE),https://www.iubenda.com/privacy-policy/30563919
TrafficGuard,https://www.trafficguard.ai/gdpr/
Trafmag,http://trafmag.com/policy#gdpr
Transfon Ltd,https://www.biddingstack.com/privacy
Transmit.Live,https://www.transmit.live/terms/privacy-policy
travel audience – An Amadeus Company,https://www.amadeus-hospitality.com/privacy-policy/
TravelClick,https://www.travelclick.com/privacy-policy.html
Treepodia,https://www.treepodia.com/En/docroot/Documents/Treepodia_Website_and_Platform_Privacy_Policy.pdf
Trend Research,https://trendfrage.de/?ID=135
Trendesk TV LLC dba BidFuse,http://bidfuse.com/privacy-policy
TreSensa,http://tresensa.com/eu-privacy/index.html
TRFFK powered by autoTRADER.ca,https://www.autosync.ca/privacy-policy
Tri-table Sp. z o.o.,https://tri-table.com/polityka-prywatnosci
Trinity Audio LTD,https://www.trinityaudio.ai/privacy-policy
TRIOD TECH LIMITED,https://bmtcad.com/policies/terms-policies.html
TripAdvisor,https://tripadvisor.mediaroom.com/us-privacy-policy
Triple13 Ltd,https://freestar.com/privacy-policy/
TripleLift,https://triplelift.com/privacy/
Triton Digital Canada Inc.,https://www.tritondigital.com/privacy-policies
TROVIT,https://corporate.trovit.com/politica-de-privacidad
True Wave Technologies Limited,http://truewave.io/gdpr.html
"TrueData Solutions, Inc.",https://www.truedata.co/privacy-policy/
TruEffect,https://trueffect.com/privacy-policy/
TrustArc,https://www.trustarc.com/privacy-policy/
"TrustX Digital Advertising Services, Inc. PBC",https://trustx.org/privacy
Truvid Inc.,https://truvid.com/privacy-policy
TStack Inc,https://trustedstack.com/privacy-policy/
TTG International,https://timetogrow.io/privacy-policy.html
Tubia FZCO,https://tubia.com/privacy-policy
Tuky Data,https://tuky.net/privacy.html
Tunnl B.V.,https://tunnl.com/privacy-policy
Turbo,https://www.turboadv.com/white-rabbit-privacy-policy
Turk Telekom,https://www.giftaddigital.com/en/privacy-policy
TVadSync,https://www.tvadsync.com/privacy-policy/
TVSquared,https://www.innovid.com/privacy-policy
"Twenty Nine Enterprises, Inc. (Magellan AI)",https://magellan.ai/privacy
twiago,https://www.twiago.com/datenschutz/
Twinpine,http://twinpinenetwork.com/privacy-policy/
Twist Digital LTD.,https://www.twist.win/privacy
twyn,http://www.twyn.com/datenschutz.html
TX Group AG,https://tx.group/data-privacy-policy-information-about-tx-data-offers/
TypeA Holdings,https://risecodes.com/privacy
UAB Digital Matter,https://digitalmatter.ai/en/privacy-policy
UAB Xeworks,https://xe.works/privacy-policy
Uber Technologies Inc.,https://privacy.uber.com/policy
ucfunnel,https://www.ucfunnel.com/privacy-policy
Umeng Plus Beijing Technology Limited Company,https://dip.umeng.com/opt_out.html?spm=a211g2.181323.0.0.5c633604LjuRQc
Unbounded AB,https://unboundedsource.com/en/privacy-services/
Undertone,https://www.undertone.com/privacy/
unerry Inc,https://www.unerry.co.jp/privacy-en/
UNICORN,https://uncn.jp/cup?lan=en
Unicredit BankAustria AG,https://www.bankaustria.at/rechtliches-datenschutz.jsp
UniCredit S.p.A.,https://www.unicredit.it/it/info/privacy.html
United Internet Media GmbH,https://www.united-internet-media.de/de/datenschutzhinweis/
Unity Ads,https://unity.com/legal/privacy-policy
Unitymedia,https://www.unitymedia.de/privatkunden/datenschutz/
UnrulyX,https://nexxen.com/services-privacy-policy/
uppr GmbH,https://uppr.rocks/datenschutz/
Upwave,https://www.upwave.com/privacy-policy/
usemax (Emego GmbH),http://www.usemax.de/?l=privacy
Userneeds,https://userneeds.com/pages/privacy-policy-english/
VALIUZ,https://www.valiuz.com/politique-de-confidentialite-2/
VALUAD ADVERTISING TECHNOLOGIES LTD,https://valuad.io/privacy-policy/
VDO.AI (Zero1 Inc),https://www.vdo.ai/legal
VECTAURY,https://vectaury.io/en/personal-data.html
Velocity,https://velocity.io/privacy-policy
Velonium LTD,https://velonium.com/privacy-policy
Venatus,https://www.venatus.com/privacy-policy
Vend Marketplaces,https://vend.com/privacy/no-policy
Veritonic Inc.,https://www.veritonic.com/privacy/
Vertoz,https://www.vertoz.com/privacy-policy/
Vertriebswerk,https://eazy.de/agb
Verve Group,https://pubnative.net/privacy-notice
VF Visual Fantastix Tanner,https://sitebarad.com/de/datenschutz.html
"VGI CTV, Inc",https://verve.com/product-privacy-policies/
VIADS ADVERTISING S.L.,https://viads.com/privacy-policy
Viafoura Inc.,https://viafoura.com/privacy-policy/
Viant,https://viantinc.com/privacy-policy/
Vibe,https://www.vibe.co/legal/privacy-policy
VICOM SOLUTION LTD,https://fastad.pro/assets/docx/Privacy_Policy.docx
Vidazoo,https://vidazoo.gitbook.io/vidazoo-legal/privacy-policy
Videobot Ltd,https://www.videobot.com/privacy-policy/
VideoShakers S.L.,https://videoshakers.tv/privacy-policy/
Videostori,https://www.videostori.io/privacy_policy
VideoStorm,http://videostorm.com/privacy/
Vidoomy,https://vidoomy.com/privacy-policy-en.html
Vidstart LTD,https://www.vidstart.com/wp-content/uploads/2018/09/DPA_PDF-Vidstart.pdf
ViewersLogic LTD,https://docs.viewerslogic.com/docs/Privacy-latest.html
ViewPay,http://viewpay.tv/mentions-legales/
Viewst,https://viewst.com/privacy-policy
Vimeo,https://vimeo.com/cookie_policy
Vinstant,https://vinstant.pro/privacy
Viomba,https://pathfinder.viomba.com/privacy-policy
Virtual Minds,https://virtualminds.de/datenschutz/
Visarity,https://primo.design/docs/PrivacyPolicyPrimo.html
Visoon Video Impact GmbH,https://visoon.de/datenschutz/
Vistar Media EMEA,https://www.vistarmedia.com/privacy
ViSTARS Agency,https://vistars.ai/privacy-policy/
vitrado GmbH,https://www.vitrado.de/datenschutz
VIVALU,https://www.vivalu.com/privacy-policy-for-online-advertising/
VIZNET,https://viznet.tv/en/privacy-policy-2/
Vizury,https://vizury.com/privacy-policy
Vlion Inc,https://advlion.com/en/WebsitePrivacyAndSecurity.html?hsLang=en
VLYBY Digital GmbH,https://www.vlyby.com/product-privacy
Vodafone GmbH,https://www.vodafone.de/unternehmen/datenschutz-privatsphaere.html
Voise Tech Limited,https://www.voisetech.com/privacy-policy/
VOXELSCOPE LDA,https://advoxel.com/privacy
Vpon,https://www.vpon.com/en/privacy-policy/
VRTCAL,https://www.vrtcal.com/docs/PrivacyPolicy-Advertising.pdf
Vserv,https://www.vserv.com/privacy-policy.html
Vudoo,https://vudoo.com/privacy-policy/
VUUKLE DMCC,https://news.vuukle.com/blog/privacy-notice
Vyde,https://www.wearevyde.com/privacy
WaardeX B.V.,https://waardex.com/privacy-policy/
Wagawin,https://www.wagawin.com/privacy-en/
WallyMatters BV,https://www.wallymatters.com/privacy-policy
Walmart,https://corporate.walmart.com/privacy-security/walmart-privacy-policy
Waystack,https://www.wayfair.com/customerservice/general_info.php#privacy
Waytogrow sp. z o.o.,https://www.waytogrow.com/privacy-policy/
We Adapt,https://weadapt.digital/privacy-policy/
WebAds B.V,https://privacy.webads.eu/
Webgains,https://www.webgains.com/public/en/privacy-2/
Weborama,https://weborama.com/en/privacy-2/
Welect GmbH,https://www.de.welect.de/en/privacy-policy/
Wemass Media Audience Safe Solutions,https://wemass.com/politica-privacidad.php
wetter.com Group GmbH,https://www.wetter.com/internal/news/datenschutzhinweise_aid_607698849b8ecf79e21584fa.html
what3words Limited,https://what3words.com/privacy
WHATROCKS,https://www.whatrocks.co/en/privacy-policy
Whichit UK Ltd,https://www.getwhichit.com/dataprotection
Whildey 2016 Ltd.,https://www.whildey.com/privacy-policy
Whistle Feed,https://whistle.mobi/home/privacy_policy
White Bear,https://help.smartxsp.io/terms-and-conditions/privacy
Widespace,https://improvedigital.com/platform-privacy-policy/
Winvid Media,https://cdn.prod.website-files.com/6807d92154a94fd97bd0a9fb/68383d795014c0593e1838b1_Winvid-PP-2024.pdf
Wish,https://www.wish.com/en-privacy-policy
Wizaly,https://www.wizaly.com/terms-of-use#privacy-policy
Wizora,https://www.wizora.io/privacy-policy/
WNSDY Media AB,https://wednesdaymedia.se/Privacy_Policy
Wonderbly,https://wonderbly.com/pages/privacy-policy
Woobi,https://woobi.com/privacy/
WooTag,https://www.wootag.com/privacy-policy/
"WURL, LLC",https://www.wurl.com/wurl-advertising-services-privacy-notice/#15
X-Social,http://www.xsocialgroup.com/PrivacyPolicy.html
XAD spoteffects GmbH,https://xadspoteffects.com/en/privacy-policy/
Xapads Media Ltd,https://www.xapads.com/privacy-policy/
xCheck,http://www.xcheck.co/privacy
Xiaomi DSP,https://trust.mi.com/
"Xiaomi Technologies Singapore Pte. Ltd.,",https://privacy.mi.com/all/en_US
xpln.ai,https://xpln.ai/privacy
Yabbi,http://dsp.yabbi.me/#popup-privacy
Yahoo,https://legal.yahoo.com/ie/en/yahoo/privacy/index.html
Yahoo International Limited,https://legal.yahoo.com/ie/en/yahoo/privacy/index.html
Yahoo! Japan,http://docs.yahoo.co.jp/docs/info/terms/chapter1.html
Yango,https://yandex.ru/legal/confidential/
YDigital Media,http://ydigitalmedia.com/pt/privacy-policy
YIELDBIRD SP. Z O.O.,https://yieldbird.com/privacy-policy
Yieldlove GmbH,https://www.yieldlove.com/de-de/datenschutz/
YieldMo,https://www.yieldmo.com/privacy/
YOC,https://yoc.com/privacy/
YOOSE,https://www.yoose.com/privacy-policy
YouAppi,http://youappi.com/privacy-policy
YouGov,https://yougov.co.uk/about/terms-combined/#/terms
YRGLM Inc.,https://www.ebis.ne.jp/gdpr_e/
YSO Corp,https://www.ysocorp.com/privacy-policy
Zebestof,https://zbo.media/politique-de-confidentialite/
Zeit Agency,https://zeitagency.com/privacy.html
zeotap,https://zeotap.com/privacy-policy/
zeotap GmbH,https://zeotap.com/privacy-policy
Zeta Global,https://zetaglobal.com/privacy-policy/
Ziff Davis LLC,https://www.ziffdavis.com/privacy-policy
zillian,https://www.forebase.com/widgets/Zillian_Privacy_Policy.htm
zMaticoo,https://www.zmaticoo.com/privacy
ZMS,https://zms.zalando.com/#
Zucks,http://zucks.co.jp/en/privacy/
Zuuvi,https://zuuvi.com/privatlivspolitik/
Zynga,https://www.zynga.com/privacy/policy
世纪富轩科技发展（北京）有限公司,https://dg.dhgate.com/buyerdisputesystem/index.html#/privacyIndex?id=1&isapp=pc
北京泛为信息科技有限公司,https://www.fancydigital.com.cn/privacy
顶新,http://www.360.cn/privacy/v3/bpsxy.html
